"DATE","RNX65Q4","RNX66Q1","RNX66Q2","RNX66Q3","RNX66Q4","RNX67Q1","RNX67Q2","RNX67Q3","RNX67Q4","RNX68Q1","RNX68Q2","RNX68Q3","RNX68Q4","RNX69Q1","RNX69Q2","RNX69Q3","RNX69Q4","RNX70Q1","RNX70Q2","RNX70Q3","RNX70Q4","RNX71Q1","RNX71Q2","RNX71Q3","RNX71Q4","RNX72Q1","RNX72Q2","RNX72Q3","RNX72Q4","RNX73Q1","RNX73Q2","RNX73Q3","RNX73Q4","RNX74Q1","RNX74Q2","RNX74Q3","RNX74Q4","RNX75Q1","RNX75Q2","RNX75Q3","RNX75Q4","RNX76Q1","RNX76Q2","RNX76Q3","RNX76Q4","RNX77Q1","RNX77Q2","RNX77Q3","RNX77Q4","RNX78Q1","RNX78Q2","RNX78Q3","RNX78Q4","RNX79Q1","RNX79Q2","RNX79Q3","RNX79Q4","RNX80Q1","RNX80Q2","RNX80Q3","RNX80Q4","RNX81Q1","RNX81Q2","RNX81Q3","RNX81Q4","RNX82Q1","RNX82Q2","RNX82Q3","RNX82Q4","RNX83Q1","RNX83Q2","RNX83Q3","RNX83Q4","RNX84Q1","RNX84Q2","RNX84Q3","RNX84Q4","RNX85Q1","RNX85Q2","RNX85Q3","RNX85Q4","RNX86Q1","RNX86Q2","RNX86Q3","RNX86Q4","RNX87Q1","RNX87Q2","RNX87Q3","RNX87Q4","RNX88Q1","RNX88Q2","RNX88Q3","RNX88Q4","RNX89Q1","RNX89Q2","RNX89Q3","RNX89Q4","RNX90Q1","RNX90Q2","RNX90Q3","RNX90Q4","RNX91Q1","RNX91Q2","RNX91Q3","RNX91Q4","RNX92Q1","RNX92Q2","RNX92Q3","RNX92Q4","RNX93Q1","RNX93Q2","RNX93Q3","RNX93Q4","RNX94Q1","RNX94Q2","RNX94Q3","RNX94Q4","RNX95Q1","RNX95Q2","RNX95Q3","RNX95Q4","RNX96Q1","RNX96Q2","RNX96Q3","RNX96Q4","RNX97Q1","RNX97Q2","RNX97Q3","RNX97Q4","RNX98Q1","RNX98Q2","RNX98Q3","RNX98Q4","RNX99Q1","RNX99Q2","RNX99Q3","RNX99Q4","RNX00Q1","RNX00Q2","RNX00Q3","RNX00Q4","RNX01Q1","RNX01Q2","RNX01Q3","RNX01Q4","RNX02Q1","RNX02Q2","RNX02Q3","RNX02Q4","RNX03Q1","RNX03Q2","RNX03Q3","RNX03Q4","RNX04Q1","RNX04Q2","RNX04Q3","RNX04Q4","RNX05Q1","RNX05Q2","RNX05Q3","RNX05Q4","RNX06Q1","RNX06Q2","RNX06Q3","RNX06Q4","RNX07Q1","RNX07Q2","RNX07Q3","RNX07Q4","RNX08Q1","RNX08Q2","RNX08Q3","RNX08Q4","RNX09Q1","RNX09Q2","RNX09Q3","RNX09Q4","RNX10Q1","RNX10Q2","RNX10Q3","RNX10Q4","RNX11Q1","RNX11Q2","RNX11Q3","RNX11Q4","RNX12Q1","RNX12Q2","RNX12Q3","RNX12Q4","RNX13Q1","RNX13Q2","RNX13Q3","RNX13Q4","RNX14Q1","RNX14Q2","RNX14Q3","RNX14Q4","RNX15Q1","RNX15Q2","RNX15Q3","RNX15Q4","RNX16Q1","RNX16Q2","RNX16Q3","RNX16Q4","RNX17Q1","RNX17Q2","RNX17Q3","RNX17Q4","RNX18Q1","RNX18Q2","RNX18Q3","RNX18Q4","RNX19Q1","RNX19Q2","RNX19Q3","RNX19Q4","RNX20Q1","RNX20Q2","RNX20Q3","RNX20Q4","RNX21Q1","RNX21Q2","RNX21Q3","RNX21Q4","RNX22Q1","RNX22Q2","RNX22Q3","RNX22Q4","RNX23Q1","RNX23Q2","RNX23Q3","RNX23Q4","RNX24Q1"
"1988:Q3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.30000000000001,-1.30000000000001,-1.30000000000001,-2.30000000000001,-2.30000000000001,-2.30000000000001,-2.30000000000001,-6.3,-6.3,-6.3,-6.3,-6.3,-6.3,-3.80000000000001,-3.80000000000001,-3.80000000000001,-3.80000000000001,-3.80000000000001,-3.80000000000001,-3.80000000000001,-3.80000000000001,-3.80000000000001,-3.80000000000001,-3.80000000000001,-3.80000000000001,-3.80000000000001,-3.80000000000001,-3.80000000000001,-3.80000000000001,-3.69999999999999,-3.69999999999999,-3.69999999999999,-3.69999999999999,-3.69999999999999,-3.69999999999999,-3.69999999999999,-3.69999999999999,-3.69999999999999,-3.69999999999999,-3.69999999999999,-3.69999999999999,-3.69999999999999,-3.69999999999999,-3.69999999999999,-4.5,-4.5,-4.39999999999999,-4.39999999999999,-4.39999999999999,-4.39999999999999,-4.39999999999999,-4.39999999999999,-4.39999999999999,-4.39999999999999,-4.39999999999999,-4.39999999999999,-4.39999999999999,-4.39999999999999,-4.39999999999999,-4.39999999999999,-4.39999999999999,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.19999999999999,-5.19999999999999,-5.19999999999999,-5.19999999999999,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5.79999999999998,-5.79999999999998,-5.79999999999998,-5.79999999999998,-5.79999999999998,-5.79999999999998,-5.79999999999998,-5.79999999999998,-5.79999999999998,-5.79999999999998,-5.79999999999998,-5.79999999999998,-5.79999999999998,-5.79999999999998,-5.79999999999998,-5.79999999999998,-5.79999999999998,-5.79999999999998,-5.79999999999998,-5.79999999999998,-5.79999999999998,-4.40000000000001,-4.40000000000001
"1988:Q4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.8,-11.5,1.10000000000001,1.10000000000001,1.10000000000001,1.10000000000001,2.8,2.8,2.8,2.8,2.8,2.8,-0.799999999999997,-0.799999999999997,-0.799999999999997,-0.799999999999997,-0.799999999999997,-0.799999999999997,-0.799999999999997,-0.799999999999997,-0.799999999999997,-0.799999999999997,-0.799999999999997,-0.799999999999997,-0.799999999999997,-0.799999999999997,-0.799999999999997,-0.799999999999997,-3.7,-3.7,-3.7,-3.7,-3.7,-3.7,-3.7,-3.7,-3.7,-3.7,-3.7,-3.7,-3.7,-3.7,-3.7,-2.39999999999999,-2.39999999999999,-2.40000000000001,-2.40000000000001,-2.40000000000001,-2.40000000000001,-2.40000000000001,-2.40000000000001,-2.40000000000001,-2.40000000000001,-2.40000000000001,-2.40000000000001,-2.40000000000001,-2.40000000000001,-2.40000000000001,-2.40000000000001,-2.40000000000001,-2.80000000000001,-2.80000000000001,-2.80000000000001,-2.80000000000001,-2.80000000000001,-2.80000000000001,-2.80000000000001,-2.80000000000001,-2.80000000000001,-2.80000000000001,-2.80000000000001,-2.80000000000001,-2.80000000000001,-2.80000000000001,-2.80000000000001,-2.80000000000001,-2.80000000000001,-2.80000000000001,-2.80000000000001,-2.80000000000001,-2.80000000000001,-2.80000000000001,-3.7,-3.7,-3.7,-3.7,-3.7,-3.7,-3.7,-3.7,-3.80000000000001,-3.80000000000001,-3.80000000000001,-3.80000000000001,-3.80000000000001,-3.80000000000001,-3.80000000000001,-3.80000000000001,-4.20000000000002,-4.20000000000002,-4.20000000000002,-4.20000000000002,-4.09999999999999,-4.09999999999999,-4.09999999999999,-4.09999999999999,-4.09999999999999,-4.09999999999999,-4.09999999999999,-4.09999999999999,-4.09999999999999,-4.09999999999999,-4.09999999999999,-4.09999999999999,-4.09999999999999,-4.09999999999999,-4.09999999999999,-4.09999999999999,-4.90000000000001,-4.90000000000001,-4.90000000000001,-4.90000000000001,-4.90000000000001,-4.90000000000001,-4.90000000000001,-4.90000000000001,-4.90000000000001,-4.90000000000001,-4.90000000000001,-4.90000000000001,-4.90000000000001,-4.90000000000001,-4.90000000000001,-4.90000000000001,-4.90000000000001,-4.90000000000001,-4.90000000000001,-5,-5,-3.2,-3.2
"1989:Q1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.80000000000001,18.8,18.8,18.8,18.8,24.6,24.6,24.6,24.6,24.6,24.6,21.5,21.5,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.8,25.8,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,13.2,13.2,13.2,13.2,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,13.7,13.7
"1989:Q2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,3.8,3.8,3.8,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,9.3,9.3,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,8.90000000000001,8.90000000000001,8.90000000000001,8.90000000000001,8.90000000000001,8.90000000000001,8.90000000000001,8.90000000000001,8.90000000000001,8.90000000000001,8.90000000000001,8.90000000000001,8.90000000000001,8.90000000000001,8.90000000000001,8.89999999999999,8.89999999999999,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,20,20,20,20,20,20,20,20,21.4,21.4,21.4,21.4,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,22.5,22.5
"1989:Q3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.9,-5.9,-5.9,-10.8,-10.8,-10.8,-10.8,-10.8,-10.8,-7.89999999999999,-7.89999999999999,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-4.7,-4.7,-4.7,-4.7,-4.7,-4.7,-4.7,-4.7,-4.7,-4.7,-4.7,-4.7,-4.7,-4.7,-4.7,-5.5,-5.5,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,6.90000000000001,6.90000000000001,6.90000000000001,6.90000000000001,6.90000000000001,6.90000000000001,6.90000000000001,6.90000000000001,6.89999999999999,6.89999999999999,6.89999999999999,6.89999999999999,6.89999999999999,6.89999999999999,6.89999999999999,6.89999999999999,7,7,7,7,7.10000000000001,7.10000000000001,7.10000000000001,7.10000000000001,7.10000000000001,7.10000000000001,7.10000000000001,7.10000000000001,7.10000000000001,7.10000000000001,7.10000000000001,7.10000000000001,7.10000000000001,7.10000000000001,7.10000000000001,7.10000000000001,7.60000000000001,7.60000000000001,7.60000000000001,7.60000000000001,7.60000000000001,7.60000000000001,7.60000000000001,7.60000000000001,7.60000000000001,7.60000000000001,7.60000000000001,7.60000000000001,7.60000000000001,7.60000000000001,7.60000000000001,7.60000000000001,7.60000000000001,7.60000000000001,7.60000000000001,7.50000000000001,7.50000000000001,7.09999999999999,7.09999999999999
"1989:Q4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.7,9.9,16.2,16.2,16.2,16.2,16.2,16.2,9.8,9.8,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,6.59999999999999,6.59999999999999,6.59999999999999,6.59999999999999,6.59999999999999,6.59999999999999,6.59999999999999,6.59999999999999,6.59999999999999,6.59999999999999,6.59999999999999,6.59999999999999,6.59999999999999,6.59999999999999,6.59999999999999,6.7,6.7,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,0.700000000000003,0.700000000000003,0.700000000000003,0.700000000000003,0.700000000000003,0.700000000000003,0.700000000000003,0.700000000000003,0.700000000000003,0.700000000000003,0.700000000000003,0.700000000000003,0.700000000000003,0.700000000000003,0.700000000000003,0.700000000000003,0.700000000000003,0.700000000000003,0.700000000000003,0.700000000000003,0.700000000000003,0.700000000000003,-2.90000000000001,-2.90000000000001,-2.90000000000001,-2.90000000000001,-2.90000000000001,-2.90000000000001,-2.90000000000001,-2.90000000000001,-2.89999999999999,-2.89999999999999,-2.89999999999999,-2.89999999999999,-2.89999999999999,-2.89999999999999,-2.89999999999999,-2.89999999999999,-3.5,-3.5,-3.5,-3.5,-3.60000000000001,-3.60000000000001,-3.60000000000001,-3.60000000000001,-3.60000000000001,-3.60000000000001,-3.60000000000001,-3.60000000000001,-3.60000000000001,-3.60000000000001,-3.60000000000001,-3.60000000000001,-3.60000000000001,-3.60000000000001,-3.60000000000001,-3.60000000000001,-4.10000000000001,-4.10000000000001,-4.10000000000001,-4.10000000000001,-4.10000000000001,-4.10000000000001,-4.10000000000001,-4.10000000000001,-4.10000000000001,-4.10000000000001,-4.10000000000001,-4.10000000000001,-4.10000000000001,-4.10000000000001,-4.10000000000001,-4.10000000000001,-4.10000000000001,-4.10000000000001,-4.10000000000001,-4.2,-4.2,-2.89999999999999,-2.89999999999999
"1990:Q1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,12.5,12.5,12.5,12.5,12.5,12.5,14,14,9.00000000000001,9.00000000000001,9.00000000000001,9.00000000000001,9.00000000000001,6.60000000000001,6.60000000000001,6.60000000000001,6.60000000000001,6.60000000000001,6.60000000000001,6.60000000000001,6.60000000000001,6.60000000000001,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,12.2,12.2,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,9,9,9,9,9,9,9,9,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,3.80000000000001,3.80000000000001,3.80000000000001,3.80000000000001,3.80000000000001,3.80000000000001,3.80000000000001,3.80000000000001,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,4.10000000000001,4.10000000000001,4.10000000000001,4.10000000000001,4.10000000000001,4.10000000000001,4.10000000000001,4.10000000000001,4.10000000000001,4.10000000000001,4.10000000000001,4.10000000000001,4.10000000000001,4.10000000000001,4.10000000000001,4.10000000000001,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,5.09999999999999,5.09999999999999
"1990:Q2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.1,-9.2,-9.2,-9.2,-9.2,-9.2,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,0.399999999999991,0.399999999999991,0.399999999999991,0.399999999999991,0.399999999999991,0.399999999999991,0.399999999999991,0.399999999999991,0.399999999999991,0.399999999999991,0.399999999999991,0.399999999999991,0.399999999999991,0.399999999999991,0.399999999999991,0.600000000000001,0.600000000000001,0.599999999999994,0.599999999999994,0.599999999999994,0.599999999999994,0.599999999999994,0.599999999999994,0.599999999999994,0.599999999999994,0.599999999999994,0.599999999999994,0.599999999999994,0.599999999999994,0.599999999999994,0.599999999999994,0.599999999999994,0.199999999999996,0.199999999999996,0.199999999999996,0.199999999999996,0.199999999999996,0.199999999999996,0.199999999999996,0.199999999999996,0.100000000000001,0.100000000000001,0.100000000000001,0.100000000000001,0.100000000000001,0.100000000000001,0.100000000000001,0.100000000000001,0.100000000000001,0.100000000000001,0.100000000000001,0.100000000000001,0.100000000000001,0.100000000000001,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.10000000000001,9.10000000000001,9.10000000000001,9.10000000000001,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.09999999999999,9.90000000000001,9.90000000000001,9.90000000000001,9.90000000000001,9.90000000000001,9.90000000000001,9.90000000000001,9.90000000000001,9.90000000000001,9.90000000000001,9.90000000000001,9.90000000000001,9.90000000000001,9.90000000000001,9.90000000000001,9.90000000000001,9.90000000000001,9.90000000000001,9.90000000000001,9.8,9.8,9.40000000000001,9.40000000000001
"1990:Q3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.9,-1.9,-1.9,-1.9,-1.9,-13.2,-13.2,-2.4,-2.4,-2.4,-2.4,-2.4,-3.3,-3.3,-3.3,-3.3,-3.3,-3.3,-3.3,-3.3,-3.3,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-5.7,-5.7,-5.89999999999999,-5.89999999999999,-5.89999999999999,-5.89999999999999,-5.89999999999999,-5.89999999999999,-5.89999999999999,-5.89999999999999,-5.89999999999999,-5.89999999999999,-5.89999999999999,-5.89999999999999,-5.89999999999999,-5.89999999999999,-5.89999999999999,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.8,7.8,7.8,7.8,7.90000000000001,7.90000000000001,7.90000000000001,7.90000000000001,7.90000000000001,7.90000000000001,7.90000000000001,7.90000000000001,7.90000000000001,7.90000000000001,7.90000000000001,7.90000000000001,7.90000000000001,7.90000000000001,7.90000000000001,7.90000000000001,8.39999999999999,8.39999999999999,8.39999999999999,8.39999999999999,8.39999999999999,8.39999999999999,8.39999999999999,8.39999999999999,8.39999999999999,8.39999999999999,8.39999999999999,8.39999999999999,8.39999999999999,8.39999999999999,8.39999999999999,8.39999999999999,8.39999999999999,8.39999999999999,8.39999999999999,8.5,8.5,7.9,7.9
"1990:Q4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9,37.7,37.7,37.7,34.5,34.5,26.6,26.6,26.6,26.6,26.6,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,33.3,33.3,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,25,25,25,25,25,25,25,25,25,25,25,25,25,25,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,25.1,25.1
"1991:Q1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,15.9,15.9,12.6,12.6,14.8,14.8,14.8,14.8,14.8,15.2,15.2,15.2,16.4,16.4,16.4,16.4,16.4,16.4,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,16.8,16.8,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,12,12
